分类名称,rmse,F检验值,p值
水生根茎类,0.13509637746350012,10.543377598584895,5.563150852527078e-05
花叶类,0.04031201492004999,5.250666824370483,0.005837907440286953
花菜类,0.12167359820244372,5.6796852697250575,0.0048965865733605046
茄类,0.026004206855335665,1.9489890139161559,0.14610561934214195
辣椒类,0.08392082744183915,7.145479055248215,0.0010734324804069478
食用菌,0.030325049652532465,4.597192386299035,0.010815533862140491
